order_id,customer_id,order_date,status,region_code
ORD_151,cust_58,2025-10-17 18:00:00,RETURNED,EAST
ORD_152,cust_315,2025-01-12 00:00:00,CANCELLED,EAST
ORD_153,cust_99,2025-05-10 10:00:00,DELIVERED,WEST
ORD_154,cust_6,2025-11-27 18:00:00,CANCELLED,NORTH
ORD_155,cust_508,2025-11-19 04:00:00,SHIPPED,NORTH
ORD_156,cust_315,2025-03-31 06:00:00,CANCELLED,EAST
ORD_157,cust_132,2025-02-11 21:00:00,PLACED,SOUTH
ORD_158,cust_302,2025-05-15 16:00:00,SHIPPED,WEST
ORD_159,cust_268,2025-03-01 23:00:00,CANCELLED,EAST
ORD_160,cust_350,2025-11-27 04:00:00,DELIVERED,NORTH
ORD_161,cust_136,2025-09-04 04:00:00,DELIVERED,SOUTH
ORD_162,cust_14,2025-10-27 15:00:00,DELIVERED,EAST
ORD_163,cust_271,2025-08-11 17:00:00,SHIPPED,WEST
ORD_164,cust_1,2025-06-03 15:00:00,CANCELLED,SOUTH
ORD_165,cust_256,2025-06-10 13:00:00,PLACED,EAST
ORD_166,cust_358,2025-12-15 16:00:00,PLACED,EAST
ORD_167,cust_183,2025-09-17 08:00:00,DELIVERED,SOUTH
ORD_168,cust_471,2025-10-27 18:00:00,SHIPPED,NORTH
ORD_169,cust_139,2025-02-19 00:00:00,SHIPPED,EAST
ORD_170,cust_486,2025-06-06 17:00:00,PLACED,EAST
ORD_171,cust_467,2025-05-05 04:00:00,PLACED,WEST
ORD_172,cust_427,2025-06-02 03:00:00,PLACED,SOUTH
ORD_173,UNKNOWN,2025-03-02 13:00:00,SHIPPED,EAST
ORD_174,cust_372,2025-01-16 10:00:00,SHIPPED,EAST
ORD_175,cust_406,2025-12-25 20:00:00,SHIPPED,NORTH
ORD_176,cust_241,2025-12-27 22:00:00,PLACED,SOUTH
ORD_177,cust_50,2025-03-03 19:00:00,CANCELLED,WEST
ORD_178,cust_68,2025-10-14 18:00:00,PLACED,NORTH
ORD_179,cust_207,2025-01-17 02:00:00,DELIVERED,EAST
ORD_180,cust_504,2025-11-01 13:00:00,PLACED,SOUTH
ORD_181,cust_134,2025-05-05 23:00:00,CANCELLED,NORTH
ORD_182,cust_392,2025-03-31 03:00:00,DELIVERED,EAST
ORD_183,cust_151,2025-10-01 23:00:00,DELIVERED,WEST
ORD_184,cust_384,2025-08-12 23:00:00,PLACED,NORTH
ORD_185,cust_109,2025-01-15 12:00:00,DELIVERED,EAST
ORD_186,cust_494,2025-08-20 00:00:00,DELIVERED,SOUTH
ORD_187,cust_466,2025-12-06 07:00:00,SHIPPED,SOUTH
ORD_188,cust_358,2025-10-17 10:00:00,PLACED,EAST
ORD_189,UNKNOWN,2025-09-18 09:00:00,SHIPPED,WEST
ORD_190,cust_189,2025-06-30 23:00:00,CANCELLED,SOUTH
ORD_191,cust_222,2025-10-16 20:00:00,PLACED,WEST
ORD_192,cust_145,2025-04-13 18:00:00,RETURNED,WEST
ORD_193,cust_320,2025-08-10 20:00:00,RETURNED,EAST
ORD_194,cust_147,2025-05-06 19:00:00,CANCELLED,SOUTH
ORD_195,cust_147,2025-10-19 07:00:00,DELIVERED,WEST
ORD_196,cust_410,2025-09-08 13:00:00,SHIPPED,EAST
ORD_197,cust_434,2025-07-25 06:00:00,DELIVERED,WEST
ORD_198,cust_382,2025-09-22 19:00:00,DELIVERED,EAST
ORD_199,UNKNOWN,2025-10-07 05:00:00,PLACED,WEST
ORD_200,cust_262,2025-09-29 01:00:00,DELIVERED,NORTH
ORD_201,cust_101,2025-01-03 15:00:00,RETURNED,WEST
ORD_202,cust_288,2025-03-19 07:00:00,DELIVERED,EAST
ORD_203,cust_402,2025-11-28 09:00:00,DELIVERED,NORTH
ORD_204,cust_471,2025-08-26 11:00:00,SHIPPED,EAST
ORD_205,cust_202,2025-05-28 16:00:00,SHIPPED,EAST
ORD_206,cust_352,2025-04-04 14:00:00,RETURNED,EAST
ORD_207,cust_255,2025-01-25 01:00:00,DELIVERED,EAST
ORD_208,cust_160,2025-10-01 03:00:00,PLACED,SOUTH
ORD_209,UNKNOWN,2025-09-06 08:00:00,SHIPPED,EAST
ORD_210,cust_37,2025-05-23 04:00:00,RETURNED,NORTH
ORD_211,cust_358,2025-05-07 07:00:00,RETURNED,EAST
ORD_212,cust_520,2025-09-02 04:00:00,PLACED,SOUTH
ORD_213,cust_377,2025-01-12 05:00:00,CANCELLED,SOUTH
ORD_214,cust_62,2025-06-04 13:00:00,CANCELLED,NORTH
ORD_215,cust_117,2025-01-20 19:00:00,PLACED,WEST
ORD_216,cust_458,2025-04-16 20:00:00,PLACED,EAST
ORD_217,cust_371,2025-03-25 10:00:00,CANCELLED,WEST
ORD_218,cust_119,2025-03-06 00:00:00,DELIVERED,SOUTH
ORD_219,cust_288,2025-09-14 08:00:00,PLACED,NORTH
ORD_220,cust_46,2025-08-27 13:00:00,DELIVERED,WEST
ORD_221,cust_429,2025-08-04 13:00:00,CANCELLED,SOUTH
ORD_222,cust_272,2025-10-18 05:00:00,RETURNED,NORTH
ORD_223,cust_456,2025-07-09 20:00:00,CANCELLED,EAST
ORD_224,cust_386,2025-12-14 21:00:00,CANCELLED,NORTH
ORD_225,cust_187,2025-12-19 04:00:00,RETURNED,NORTH
ORD_226,cust_475,2025-02-18 07:00:00,SHIPPED,EAST
ORD_227,cust_304,2025-09-21 10:00:00,DELIVERED,NORTH
ORD_228,cust_168,2025-08-17 20:00:00,DELIVERED,NORTH
ORD_229,cust_9,2025-09-30 01:00:00,SHIPPED,SOUTH
ORD_230,cust_76,2025-11-08 13:00:00,DELIVERED,SOUTH
ORD_231,cust_464,2025-09-21 08:00:00,RETURNED,EAST
ORD_232,cust_131,2025-07-15 10:00:00,DELIVERED,EAST
ORD_233,cust_479,2025-04-03 08:00:00,CANCELLED,SOUTH
ORD_234,cust_106,2025-10-26 01:00:00,RETURNED,EAST
ORD_235,cust_311,2025-04-11 01:00:00,DELIVERED,SOUTH
ORD_236,cust_183,2025-02-04 11:00:00,PLACED,SOUTH
ORD_237,cust_42,2025-07-16 05:00:00,SHIPPED,WEST
ORD_238,cust_331,2025-12-30 13:00:00,DELIVERED,EAST
ORD_239,cust_274,2025-03-03 07:00:00,SHIPPED,WEST
ORD_240,cust_52,2025-03-09 00:00:00,DELIVERED,WEST
ORD_241,cust_476,2025-02-09 00:00:00,SHIPPED,EAST
ORD_242,cust_162,2025-10-27 13:00:00,PLACED,EAST
ORD_243,cust_230,2025-10-09 07:00:00,DELIVERED,SOUTH
ORD_244,cust_485,2025-05-26 11:00:00,CANCELLED,WEST
ORD_245,cust_504,2025-01-18 20:00:00,SHIPPED,WEST
ORD_246,cust_220,2025-08-07 00:00:00,PLACED,EAST
ORD_247,cust_291,2025-10-19 00:00:00,CANCELLED,SOUTH
ORD_248,cust_9,2025-03-16 21:00:00,RETURNED,SOUTH
ORD_249,cust_285,2025-08-04 12:00:00,RETURNED,EAST
ORD_250,cust_8,2025-04-13 08:00:00,RETURNED,WEST
ORD_251,cust_201,2025-12-17 23:00:00,SHIPPED,WEST
ORD_252,cust_42,2025-07-05 02:00:00,DELIVERED,EAST
ORD_253,cust_325,2025-06-30 12:00:00,SHIPPED,NORTH
ORD_254,cust_511,2025-02-11 21:00:00,CANCELLED,SOUTH
ORD_255,cust_123,2025-04-09 09:00:00,PLACED,WEST
ORD_256,cust_258,2025-12-15 19:00:00,PLACED,EAST
ORD_257,UNKNOWN,2025-01-01 16:00:00,CANCELLED,WEST
ORD_258,cust_42,2025-05-04 19:00:00,CANCELLED,SOUTH
ORD_259,cust_164,2025-09-06 11:00:00,CANCELLED,SOUTH
ORD_260,cust_432,2025-09-28 23:00:00,RETURNED,WEST
ORD_261,cust_150,2025-05-14 13:00:00,SHIPPED,WEST
ORD_262,cust_10,2025-09-24 19:00:00,CANCELLED,WEST
ORD_263,cust_451,2025-06-16 00:00:00,PLACED,WEST
ORD_264,cust_122,2025-11-22 11:00:00,RETURNED,NORTH
ORD_265,cust_134,2025-11-29 12:00:00,DELIVERED,WEST
ORD_266,cust_172,2025-10-09 13:00:00,PLACED,NORTH
ORD_267,cust_439,2025-08-29 16:00:00,SHIPPED,EAST
ORD_268,cust_449,2025-05-06 20:00:00,PLACED,NORTH
ORD_269,cust_460,2025-08-07 22:00:00,PLACED,WEST
ORD_270,cust_212,2025-06-27 09:00:00,CANCELLED,NORTH
ORD_271,cust_225,2025-04-09 14:00:00,SHIPPED,NORTH
ORD_272,cust_94,2025-06-18 16:00:00,CANCELLED,EAST
ORD_273,cust_91,2025-10-21 01:00:00,DELIVERED,SOUTH
ORD_274,cust_292,2025-03-18 00:00:00,CANCELLED,WEST
ORD_275,cust_52,2025-01-04 05:00:00,DELIVERED,WEST
ORD_276,cust_68,2025-12-14 21:00:00,PLACED,WEST
ORD_277,cust_365,2025-03-18 00:00:00,CANCELLED,WEST
ORD_278,cust_466,2025-12-12 09:00:00,RETURNED,NORTH
ORD_279,cust_156,2025-03-05 13:00:00,DELIVERED,NORTH
ORD_280,UNKNOWN,2025-08-20 23:00:00,SHIPPED,SOUTH
ORD_281,cust_10,2025-04-08 20:00:00,DELIVERED,WEST
ORD_282,cust_348,2025-08-17 13:00:00,SHIPPED,WEST
ORD_283,cust_242,2025-11-13 05:00:00,CANCELLED,WEST
ORD_284,cust_219,2025-05-10 15:00:00,CANCELLED,NORTH
ORD_285,cust_42,2025-03-11 01:00:00,SHIPPED,EAST
ORD_286,cust_223,2025-03-30 06:00:00,DELIVERED,NORTH
ORD_287,cust_429,2025-11-06 16:00:00,SHIPPED,SOUTH
ORD_288,cust_193,2025-07-07 15:00:00,RETURNED,EAST
ORD_289,cust_423,2025-05-08 10:00:00,SHIPPED,NORTH
ORD_290,cust_77,2025-07-04 14:00:00,SHIPPED,EAST
ORD_291,cust_480,2025-06-21 23:00:00,SHIPPED,WEST
ORD_292,cust_157,2025-08-19 07:00:00,SHIPPED,EAST
ORD_293,cust_467,2025-02-16 15:00:00,DELIVERED,WEST
ORD_294,cust_143,2025-11-26 18:00:00,SHIPPED,SOUTH
ORD_295,cust_382,2025-11-11 00:00:00,PLACED,WEST
ORD_296,cust_491,2025-07-21 00:00:00,RETURNED,WEST
ORD_297,cust_446,2025-05-31 12:00:00,PLACED,WEST
ORD_298,cust_20,2025-07-15 17:00:00,RETURNED,WEST
ORD_299,cust_302,2025-07-09 16:00:00,DELIVERED,SOUTH
ORD_300,cust_494,2025-11-03 19:00:00,CANCELLED,WEST
ORD_301,cust_374,2025-08-15 21:00:00,DELIVERED,NORTH
ORD_302,cust_148,2025-10-05 14:00:00,CANCELLED,NORTH
ORD_303,cust_386,2025-04-05 08:00:00,SHIPPED,NORTH
ORD_304,cust_447,2025-08-13 11:00:00,PLACED,EAST
ORD_305,cust_123,2025-05-27 03:00:00,PLACED,SOUTH
ORD_306,cust_422,2025-07-28 19:00:00,CANCELLED,SOUTH
ORD_307,cust_191,2025-08-10 22:00:00,DELIVERED,NORTH
ORD_308,cust_265,2025-09-14 08:00:00,DELIVERED,EAST
ORD_309,cust_251,2025-11-02 01:00:00,RETURNED,NORTH
ORD_310,UNKNOWN,2025-08-04 21:00:00,RETURNED,NORTH
ORD_311,cust_516,2025-07-04 16:00:00,RETURNED,WEST
ORD_312,UNKNOWN,2025-05-26 05:00:00,DELIVERED,WEST
ORD_313,cust_77,2025-09-28 12:00:00,PLACED,WEST
ORD_314,cust_519,2025-02-24 13:00:00,CANCELLED,EAST
ORD_315,cust_429,2025-04-24 15:00:00,PLACED,EAST
ORD_316,cust_288,2025-12-21 08:00:00,CANCELLED,NORTH
ORD_317,cust_139,2025-08-24 04:00:00,RETURNED,NORTH
ORD_318,cust_358,2025-12-10 00:00:00,PLACED,SOUTH
ORD_319,cust_78,2025-11-07 05:00:00,DELIVERED,SOUTH
ORD_320,cust_290,2025-09-01 06:00:00,RETURNED,WEST
ORD_321,cust_324,2025-07-13 08:00:00,CANCELLED,NORTH
ORD_322,cust_295,2025-11-05 05:00:00,PLACED,SOUTH
ORD_323,cust_100,2025-01-31 05:00:00,CANCELLED,EAST
ORD_324,cust_212,2025-06-24 12:00:00,CANCELLED,NORTH
ORD_325,cust_390,2025-07-17 21:00:00,RETURNED,WEST
ORD_326,cust_406,2025-04-09 18:00:00,SHIPPED,EAST
ORD_327,cust_365,2025-09-15 12:00:00,RETURNED,NORTH
ORD_328,cust_460,2025-03-27 17:00:00,RETURNED,SOUTH
ORD_329,cust_496,2025-02-20 07:00:00,CANCELLED,EAST
ORD_330,UNKNOWN,2025-05-23 00:00:00,RETURNED,NORTH
ORD_331,cust_166,2025-02-01 03:00:00,RETURNED,SOUTH
ORD_332,cust_307,2025-06-12 17:00:00,SHIPPED,SOUTH
ORD_333,cust_349,2025-02-19 00:00:00,SHIPPED,EAST
ORD_334,cust_133,2025-04-14 12:00:00,CANCELLED,WEST
ORD_335,cust_411,2025-09-21 12:00:00,CANCELLED,SOUTH
ORD_336,cust_30,2025-05-19 07:00:00,DELIVERED,SOUTH
ORD_337,cust_390,2025-02-07 17:00:00,SHIPPED,EAST
ORD_338,cust_80,2025-05-08 21:00:00,SHIPPED,EAST
ORD_339,cust_2,2025-11-19 18:00:00,SHIPPED,SOUTH
ORD_340,cust_70,2025-09-22 06:00:00,RETURNED,NORTH
ORD_341,cust_366,2025-12-07 16:00:00,PLACED,EAST
ORD_342,cust_16,2025-05-08 11:00:00,CANCELLED,SOUTH
ORD_343,cust_107,2025-04-06 03:00:00,RETURNED,EAST
ORD_344,cust_121,2025-01-10 08:00:00,PLACED,EAST
ORD_345,cust_164,2025-07-29 13:00:00,RETURNED,EAST
ORD_346,cust_440,2025-04-18 21:00:00,PLACED,WEST
ORD_347,cust_141,2025-12-26 12:00:00,RETURNED,NORTH
ORD_348,cust_95,2025-07-07 08:00:00,SHIPPED,EAST
ORD_349,UNKNOWN,2025-03-11 17:00:00,DELIVERED,NORTH
ORD_350,cust_159,2025-01-29 15:00:00,CANCELLED,WEST
ORD_351,cust_130,2025-07-03 11:00:00,DELIVERED,SOUTH
ORD_352,cust_464,2025-03-25 00:00:00,DELIVERED,NORTH
ORD_353,cust_84,2025-07-10 05:00:00,DELIVERED,SOUTH
ORD_354,cust_141,2025-02-07 00:00:00,DELIVERED,WEST
ORD_355,cust_352,2025-01-23 20:00:00,RETURNED,WEST
ORD_356,cust_418,2025-06-26 00:00:00,DELIVERED,EAST
ORD_357,cust_261,2025-12-23 00:00:00,SHIPPED,WEST
ORD_358,cust_110,2025-05-03 10:00:00,SHIPPED,EAST
ORD_359,UNKNOWN,2025-11-03 12:00:00,CANCELLED,EAST
ORD_360,cust_127,2025-12-10 10:00:00,CANCELLED,SOUTH
ORD_361,cust_303,2025-01-31 09:00:00,RETURNED,NORTH
ORD_362,cust_314,2025-04-21 14:00:00,PLACED,WEST
ORD_363,cust_331,2025-08-12 17:00:00,DELIVERED,EAST
ORD_364,cust_100,2025-04-13 18:00:00,CANCELLED,WEST
ORD_365,cust_181,2025-11-21 15:00:00,RETURNED,WEST
ORD_366,cust_14,2025-06-29 00:00:00,SHIPPED,NORTH
ORD_367,cust_137,2025-07-12 22:00:00,PLACED,WEST
ORD_368,cust_371,2025-06-12 06:00:00,SHIPPED,EAST
ORD_369,cust_317,2025-04-14 22:00:00,DELIVERED,EAST
ORD_370,cust_324,2025-11-17 06:00:00,DELIVERED,SOUTH
ORD_371,cust_197,2025-07-11 16:00:00,SHIPPED,WEST
ORD_372,cust_498,2025-02-15 21:00:00,DELIVERED,SOUTH
ORD_373,cust_95,2025-05-14 11:00:00,CANCELLED,EAST
ORD_374,cust_415,2025-10-30 10:00:00,RETURNED,EAST
ORD_375,cust_92,2025-01-26 15:00:00,PLACED,EAST
ORD_376,cust_125,2025-04-22 16:00:00,DELIVERED,SOUTH
ORD_377,cust_318,2025-09-18 00:00:00,SHIPPED,NORTH
ORD_378,cust_339,2025-06-27 14:00:00,DELIVERED,WEST
ORD_379,cust_218,2025-08-04 22:00:00,RETURNED,WEST
ORD_380,cust_340,2025-12-27 02:00:00,SHIPPED,NORTH
ORD_381,cust_115,2025-04-24 23:00:00,RETURNED,WEST
ORD_382,cust_470,2025-02-06 02:00:00,DELIVERED,WEST
ORD_383,cust_297,2025-03-30 21:00:00,DELIVERED,NORTH
ORD_384,cust_25,2025-08-24 16:00:00,CANCELLED,SOUTH
ORD_385,cust_426,2025-10-24 03:00:00,CANCELLED,WEST
ORD_386,cust_35,2025-01-08 16:00:00,DELIVERED,SOUTH
ORD_387,cust_276,2025-07-15 07:00:00,PLACED,SOUTH
ORD_388,cust_36,2025-04-17 21:00:00,PLACED,NORTH
ORD_389,cust_211,2025-01-20 19:00:00,SHIPPED,WEST
ORD_390,cust_493,2025-10-05 09:00:00,CANCELLED,EAST
ORD_391,cust_199,2025-09-30 13:00:00,PLACED,WEST
ORD_392,cust_483,2025-04-24 17:00:00,DELIVERED,NORTH
ORD_393,cust_256,2025-02-12 18:00:00,DELIVERED,WEST
ORD_394,cust_123,2025-02-27 16:00:00,CANCELLED,NORTH
ORD_395,cust_308,2025-12-12 10:00:00,CANCELLED,NORTH
